rank,word,source_url
60,encore,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
61,n'est,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
62,marché,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
63,d,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
64,Pour,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
65,donc,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
66,cours,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
67,qu'il,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
68,moins,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
69,sans,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
70,C'est,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
71,Et,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
72,si,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
73,entre,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
74,Un,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
75,Ce,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
76,faire,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
77,elle,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
78,c'est,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
79,peu,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
80,vous,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
81,Une,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
82,prix,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
83,On,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
84,dont,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
85,lui,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
86,également,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
87,Dans,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
88,effet,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
89,pays,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
90,cas,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
91,De,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
92,millions,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
93,Belgique,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
94,BEF,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
95,mois,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
96,leurs,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
97,taux,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
98,années,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
99,temps,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
100,groupe,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
101,ainsi,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
102,toujours,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
103,société,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
104,depuis,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
105,tous,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
106,soit,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
107,faut,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
108,Bruxelles,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
109,fois,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
110,quelques,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
111,sera,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
112,entreprises,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
113,F,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
114,contre,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
115,francs,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
116,je,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
117,n'a,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
118,Nous,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
119,Cette,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
120,dernier,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
121,était,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
122,Si,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
123,s'est,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
124,chez,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
125,L,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
126,monde,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
127,alors,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
128,sous,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
129,actions,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
130,autres,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
131,Au,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
132,ils,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
133,reste,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
134,trois,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
135,non,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
136,notre,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
137,doit,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
138,nouveau,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
139,milliards,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
140,avant,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
141,exemple,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
142,compte,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
143,belge,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
144,premier,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
145,s,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
146,nouvelle,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
147,Elle,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
148,l'on,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
149,terme,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
150,avait,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
151,produits,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
152,cela,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
153,d'autres,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
154,fin,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
155,niveau,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
156,bénéfice,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
157,toute,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
158,travail,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
159,partie,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
160,trop,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
161,hausse,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
162,secteur,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
163,part,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
164,beaucoup,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
165,Je,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
166,valeur,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
167,croissance,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
168,rapport,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
169,USD,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
170,aujourd'hui,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
171,année,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
172,base,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
173,Bourse,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
174,lors,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
175,vers,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
176,souvent,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
177,vie,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
178,l'entreprise,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
179,autre,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
180,peuvent,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
181,bon,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
182,surtout,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
183,toutes,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
184,nombre,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
185,fonds,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
186,point,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
187,grande,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
188,jour,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
189,va,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
190,avoir,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
191,nos,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
192,quelque,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
193,place,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
194,grand,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
195,personnes,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
196,plusieurs,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
197,certains,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
198,d'affaires,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
199,permet,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
200,politique,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
201,cet,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
202,chaque,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
203,chiffre,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
204,pourrait,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
205,devrait,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
206,produit,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
207,l'année,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
208,Par,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
209,rien,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
210,mieux,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
211,celui,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
212,qualité,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
213,France,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
214,Ils,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
215,Ces,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
216,s'agit,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
217,vente,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
218,jamais,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
219,production,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
220,action,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
221,baisse,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
222,Avec,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
223,résultats,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
224,Des,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
225,votre,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
226,risque,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
227,début,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
228,banque,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
229,an,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
230,voir,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
231,avons,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
232,qu'un,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
233,qu',"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
234,elles,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
235,moment,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
236,qu'on,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
237,question,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
238,pouvoir,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
239,titre,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
240,doute,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
241,long,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
242,petit,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
243,d'ailleurs,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
244,notamment,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
245,FB,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
246,droit,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
247,qu'elle,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
248,heures,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
249,cependant,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
250,service,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
251,Etats-Unis,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
252,qu'ils,"https://en.wiktionary.org/wiki/Wiktionary:French_frequency_lists_(Belgium,_finance)/1-2000"
